CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
2,10.2,No action needed,0.21,64.1,0.5863957557996565,None detected,54,85
1,9.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,51.0,0.0195278438780194,low_tenure: New or short-tenure customer,152,93
1,11.2,No action needed,0.0,64.0,0.6959731718589595,None detected,201,110
4,12.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.4,32.0,0.969248949579832,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,78,115
0,7.5,No action needed,0.14,43.4,0.0146262595629343,None detected,67,70
1,9.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,50.0,0.0102620984647977,low_tenure: New or short-tenure customer,100,125
3,12.3,No action needed,0.0,59.0,0.0687333314641057,None detected,41,67
3,12.9,No action needed,0.0,41.0,0.0194730671991864,None detected,133,71
2,8.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.32,40.2,0.0336216802864792,low_tenure: New or short-tenure customer,36,123
0,8.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.24,87.4,0.0195832956030285,high_cost: High charges in MonthlyCharge,51,121
0,8.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.0142897531427339,low_tenure: New or short-tenure customer,122,128
1,12.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.46,73.6,0.0190828644501033,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,84,102
0,13.8,No action needed,0.0,50.0,0.0173554101879471,None detected,91,128
1,9.4,No action needed,0.34,51.4,0.0148588729733951,None detected,110,102
1,12.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,35.0,0.1702717051521492,low_tenure: New or short-tenure customer,91,115
5,10.1,No action needed,0.0,54.0,0.0440190031514589,None detected,121,74
3,7.8,No action needed,0.31,54.1,0.0120380859490972,None detected,109,100
2,8.4,No action needed,0.0,44.0,0.0183160086798624,None detected,95,116
0,6.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.28,49.8,0.0066099153305858,low_tenure: New or short-tenure customer,72,88
0,11.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.31,58.1,0.0273816323270351,low_tenure: New or short-tenure customer,73,130
3,9.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.33,50.3,0.0086063714829354,low_tenure: New or short-tenure customer,108,126
1,5.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.46,74.6,0.0579485952168837,high_cost: High charges in MonthlyCharge,58,40
1,8.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,51.0,0.0831697285423226,low_tenure: New or short-tenure customer,148,111
0,13.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,60.0,0.86414376859978,high_churn_probability: Model predicts high likelihood of churn,76,110
6,15.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,43.0,0.8624495012468827,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,103,151
0,9.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,53.0,0.2040517661536215,low_tenure: New or short-tenure customer,87,83
2,5.0,No action needed,1.35,59.5,0.0229752458130475,None detected,35,76
1,10.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,34.0,0.0205388518999653,low_tenure: New or short-tenure customer,88,67
0,13.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.62,80.2,0.0774019223138254,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,67,86
2,9.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.62,81.2,0.0293008175053059,high_cost: High charges in MonthlyCharge,77,89
1,12.2,No action needed,0.0,44.0,0.0192667506463974,None detected,124,108
0,11.3,No action needed,0.0,58.0,0.0553417382828366,None detected,30,107
2,12.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.46,76.6,0.0214741571134592,high_cost: High charges in MonthlyCharge,53,63
1,11.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.23,44.3,0.0160565548227064,low_tenure: New or short-tenure customer,152,84
1,9.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,26.0,0.351011272941369,low_tenure: New or short-tenure customer,100,98
1,8.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.38,77.8,0.0142475630043027,high_cost: High charges in MonthlyCharge,59,120
3,6.9,No action needed,0.0,52.0,0.0337585470727917,None detected,143,120
1,6.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.73,79.3,0.0893298645590348,high_cost: High charges in MonthlyCharge,142,101
1,10.5,No action needed,0.23,64.3,0.3643455370327184,None detected,105,96
1,10.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,76.0,0.9677222222222222,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,111,90
1,10.2,No action needed,0.0,42.0,0.0229016297707054,None detected,143,107
0,11.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.16,100.6,0.0162648240469336,high_cost: High charges in MonthlyCharge,93,123
2,10.4,No action needed,0.0,57.0,0.0234161463670794,None detected,79,135
3,14.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,3.83,83.3,0.9375,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,68,92
1,11.4,No action needed,0.32,56.2,0.1791650426454102,None detected,93,114
2,12.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.38,27.8,0.0465288738352827,low_tenure: New or short-tenure customer,103,134
0,3.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.0,39.0,0.0205381258975786,low_tenure: New or short-tenure customer,144,86
1,12.0,No action needed,0.19,46.9,0.0261649185347379,None detected,93,141
3,8.8,No action needed,0.27,50.7,0.1043421529313698,None detected,149,79
1,9.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.54,66.4,0.0131157822279882,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,23,84
0,2.4,No action needed,0.65,56.5,0.0147108972091515,None detected,221,85
1,13.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.56,96.6,0.0153027204080475,high_cost: High charges in MonthlyCharge,164,100
2,13.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.62,86.2,0.089280777786638,high_cost: High charges in MonthlyCharge,104,66
2,8.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.38,76.8,0.0150109714578542,high_cost: High charges in MonthlyCharge,150,72
0,10.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.75,83.5,0.0095719033255996,high_cost: High charges in MonthlyCharge,184,76
1,8.5,No action needed,0.31,51.1,0.0295704333345482,None detected,88,94
3,11.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.16,68.6,0.2530554535263581,high_cost: High charges in MonthlyCharge,61,119
2,16.7,No action needed,0.0,45.0,0.032429582488446,None detected,110,145
3,12.3,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,63.0,0.7799610709735747,high_churn_probability: Model predicts high likelihood of churn,115,101
2,8.4,No action needed,0.0,60.0,0.0498735253890076,None detected,33,81
2,7.5,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.2,64.0,0.7891152173295833,high_churn_probability: Model predicts high likelihood of churn,100,117
0,10.7,No action needed,0.0,43.0,0.0212569408702572,None detected,209,105
5,15.0,No action needed,0.0,58.0,0.0553810150560566,None detected,27,81
1,7.8,No action needed,0.22,55.2,0.0114142218476293,None detected,117,86
1,4.2,No action needed,0.0,48.0,0.0097326812625718,None detected,87,79
1,6.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.78,66.8,0.0215491871858843,high_cost: High charges in MonthlyCharge,129,89
1,9.9,No action needed,0.0,54.0,0.0355895901461321,None detected,142,102
0,6.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,35.0,0.0159407787655094,low_tenure: New or short-tenure customer,112,79
1,2.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.68,55.8,0.0109633046844277,low_tenure: New or short-tenure customer,75,96
3,4.9,No action needed,1.32,55.2,0.0083702874109492,None detected,97,101
0,7.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.03,81.3,0.0120237396618778,high_cost: High charges in MonthlyCharge,121,95
1,10.9,No action needed,0.0,44.0,0.2063656302115571,None detected,142,140
3,8.8,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,67.0,0.8391612535762243,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,121,93
2,10.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.75,69.5,0.027276544969033,high_cost: High charges in MonthlyCharge,87,99
1,5.0,No action needed,0.0,55.0,0.013875745219043,None detected,34,65
1,11.3,No action needed,0.0,57.0,0.5518111861462424,None detected,177,118
0,8.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.27,73.7,0.0136801530786143,high_cost: High charges in MonthlyCharge,58,111
5,10.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,32.0,0.9440208333333334,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,113,112
1,7.2,No action needed,0.0,59.0,0.0362994818650916,None detected,101,87
3,12.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,30.0,0.0141858797447631,low_tenure: New or short-tenure customer,89,101
0,11.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.21,70.1,0.4415462421205935,high_cost: High charges in MonthlyCharge,77,117
4,3.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,38.0,0.865056142232489,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,146,104
0,11.5,No action needed,0.0,44.0,0.0207725271232914,None detected,93,85
0,11.7,No action needed,0.0,56.0,0.0164562581992899,None detected,160,66
0,13.5,No action needed,0.0,47.0,0.0275744416764003,None detected,55,103
2,9.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,61.0,0.2325803279046163,low_tenure: New or short-tenure customer,88,105
0,11.7,No action needed,0.0,51.0,0.0180759763117357,None detected,63,87
1,9.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.43,66.3,0.0154470008357326,high_cost: High charges in MonthlyCharge,127,69
1,14.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.97,94.7,0.0279711725365258,high_cost: High charges in MonthlyCharge,57,105
2,11.0,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,65.0,0.8033732800084276,high_churn_probability: Model predicts high likelihood of churn,138,61
3,17.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.23,61.3,0.546057671957672,low_tenure: New or short-tenure customer,115,115
2,13.3,No action needed,0.31,44.1,0.0109751687719884,None detected,171,110
2,13.4,No action needed,0.29,60.9,0.0780942797609949,None detected,148,115
1,15.0,No action needed,0.35,45.5,0.026155206906742,None detected,127,79
1,13.9,No action needed,0.2,61.0,0.2835740619776256,None detected,61,76
1,7.3,No action needed,0.0,45.0,0.0101401771579982,None detected,131,73
1,10.1,No action needed,0.0,47.0,0.0191544881409807,None detected,88,107
2,6.0,No action needed,0.26,42.6,0.0092202857781485,None detected,130,81
0,5.9,No action needed,1.59,50.9,0.0193201211863544,None detected,89,98
3,11.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,65.0,0.9427823334364565,high_churn_probability: Model predicts high likelihood of churn,82,83
3,9.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.62,76.2,0.028965357782898,high_cost: High charges in MonthlyCharge,138,139
1,8.8,No action needed,0.0,55.0,0.0180265852295717,None detected,115,92
2,12.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,70.0,0.9988333333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,84,100
1,10.5,No action needed,0.0,55.0,0.197859309023773,None detected,117,121
2,12.8,No action needed,0.0,49.0,0.0180087055798033,None detected,60,67
2,12.5,No action needed,0.0,35.0,0.0333340145639116,None detected,62,84
2,12.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,70.0,0.9855,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,133,141
3,14.7,No action needed,0.28,58.8,0.0267289164153452,None detected,131,108
1,8.0,No action needed,0.0,54.0,0.0184275355847234,None detected,65,109
1,0.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,36.0,0.0156602549142522,low_tenure: New or short-tenure customer,120,115
